      Step     Time          Energy          fmax
FIRE:    3 15:12:35     -526.312439        1.277891
FIRE:    4 15:12:36     -526.708069        1.249862
FIRE:    5 15:12:36     -527.173096        1.191660
FIRE:    6 15:12:36     -527.666199        1.017352
FIRE:    7 15:12:37     -528.136047        1.029042
FIRE:    8 15:12:37     -528.692017        1.308047
FIRE:    9 15:12:38     -529.366272        1.543442
FIRE:   10 15:12:38     -530.064819        1.579840
FIRE:   11 15:12:39     -530.743652        1.390211
FIRE:   12 15:12:39     -531.326233        1.211392
FIRE:   13 15:12:40     -531.789917        1.022763
FIRE:   14 15:12:40     -532.093689        0.668184
FIRE:   15 15:12:40     -532.251343        0.550565
FIRE:   16 15:12:41     -532.330017        0.635460
FIRE:   17 15:12:42     -532.420166        0.538308
FIRE:   18 15:12:42     -532.534912        0.379652
FIRE:   19 15:12:43     -532.632629        0.389592
FIRE:   20 15:12:44     -532.682373        0.280295
FIRE:   21 15:12:45     -532.666504        0.403454
FIRE:   22 15:12:45     -532.673584        0.392135
FIRE:   23 15:12:46     -532.685730        0.369673
FIRE:   24 15:12:46     -532.699951        0.336216
FIRE:   25 15:12:47     -532.714233        0.294509
FIRE:   26 15:12:47     -532.727905        0.247564
FIRE:   27 15:12:48     -532.740417        0.198934
FIRE:   28 15:12:48     -532.751953        0.151959
FIRE:   29 15:12:49     -532.762024        0.125175
FIRE:   30 15:12:49     -532.768982        0.118569
      Step     Time          Energy          fmax
FIRE:    0 15:12:50     -525.610413        1.508790
FIRE:    1 15:12:51     -525.742310        1.443650
FIRE:    2 15:12:51     -525.984253        1.349534
FIRE:    3 15:12:51     -526.312439        1.277890
FIRE:    4 15:12:52     -526.708069        1.249862
FIRE:    5 15:12:52     -527.173096        1.191660
FIRE:    6 15:12:53     -527.666199        1.017351
FIRE:    7 15:12:53     -528.136047        1.029043
FIRE:    8 15:12:53     -528.692017        1.308045
FIRE:    9 15:12:54     -529.366272        1.543442
FIRE:   10 15:12:54     -530.064880        1.579837
FIRE:   11 15:12:55     -530.743652        1.390215
FIRE:   12 15:12:55     -531.326233        1.211391
FIRE:   13 15:12:56     -531.789917        1.022759
FIRE:   14 15:12:56     -532.093689        0.668186
FIRE:   15 15:12:56     -532.251343        0.550594
FIRE:   16 15:12:57     -532.330017        0.635464
FIRE:   17 15:12:57     -532.420166        0.538310
FIRE:   18 15:12:58     -532.534912        0.379655
FIRE:   19 15:12:58     -532.632629        0.389590
FIRE:   20 15:12:59     -532.682373        0.280293
FIRE:   21 15:12:59     -532.666504        0.403455
FIRE:   22 15:12:59     -532.673584        0.392138
FIRE:   23 15:13:00     -532.685730        0.369674
FIRE:   24 15:13:00     -532.699951        0.336219
FIRE:   25 15:13:01     -532.714233        0.294511
FIRE:   26 15:13:02     -532.727905        0.247562
FIRE:   27 15:13:02     -532.740417        0.198929
FIRE:   28 15:13:03     -532.751953        0.151959
FIRE:   29 15:13:03     -532.761963        0.125160
FIRE:   30 15:13:04     -532.768982        0.118576
      Step     Time          Energy          fmax
FIRE:    0 15:13:05     -608.633545        0.639283
FIRE:    1 15:13:05     -608.662842        0.556949
FIRE:    2 15:13:06     -608.710022        0.520523
FIRE:    3 15:13:06     -608.760620        0.467486
FIRE:    4 15:13:07     -608.804138        0.398481
FIRE:    5 15:13:07     -608.838989        0.315146
FIRE:    6 15:13:07     -608.867859        0.264611
FIRE:    7 15:13:08     -608.891296        0.250489
FIRE:    8 15:13:08     -608.907288        0.156236
FIRE:    9 15:13:08     -608.907654        0.200772
FIRE:   10 15:13:09     -608.908691        0.194510
FIRE:   11 15:13:09     -608.910645        0.182325
FIRE:   12 15:13:09     -608.913269        0.164883
FIRE:   13 15:13:09     -608.916382        0.143170
FIRE:   14 15:13:10     -608.919617        0.118421
FIRE:   15 15:13:10     -608.922729        0.092074
FIRE:   16 15:13:10     -608.925598        0.080526
FIRE:   17 15:13:11     -608.928284        0.081607
FIRE:   18 15:13:11     -608.930664        0.072256
FIRE:   19 15:13:12     -608.932434        0.049510
      Step     Time          Energy          fmax
FIRE:    0 15:13:12     -608.633545        0.639283
FIRE:    1 15:13:13     -608.662842        0.556949
FIRE:    2 15:13:13     -608.710022        0.520523
FIRE:    3 15:13:13     -608.760620        0.467486
FIRE:    4 15:13:14     -608.804077        0.398481
FIRE:    5 15:13:14     -608.838989        0.315147
FIRE:    6 15:13:15     -608.867859        0.264607
FIRE:    7 15:13:15     -608.891296        0.250480
FIRE:    8 15:13:15     -608.907288        0.156218
FIRE:    9 15:13:16     -608.907715        0.200776
FIRE:   10 15:13:16     -608.908752        0.194511
FIRE:   11 15:13:17     -608.910645        0.182329
FIRE:   12 15:13:18     -608.913330        0.164882
FIRE:   13 15:13:18     -608.916382        0.143166
FIRE:   14 15:13:19     -608.919617        0.118422
FIRE:   15 15:13:19     -608.922729        0.092076
FIRE:   16 15:13:19     -608.925598        0.080518
FIRE:   17 15:13:20     -608.928345        0.081605
FIRE:   18 15:13:20     -608.930664        0.072261
FIRE:   19 15:13:20     -608.932434        0.049510
      Step     Time          Energy          fmax
FIRE:    0 15:13:21     -608.633545        0.639283
FIRE:    1 15:13:22     -608.662842        0.556949
FIRE:    2 15:13:22     -608.710022        0.520523
FIRE:    3 15:13:22     -608.760620        0.467486
FIRE:    4 15:13:23     -608.804138        0.398481
FIRE:    5 15:13:23     -608.838989        0.315146
FIRE:    6 15:13:23     -608.867859        0.264604
FIRE:    7 15:13:24     -608.891296        0.250491
FIRE:    8 15:13:24     -608.907349        0.156236
FIRE:    9 15:13:24     -608.907654        0.200772
FIRE:   10 15:13:25     -608.908691        0.194507
FIRE:   11 15:13:25     -608.910645        0.182326
FIRE:   12 15:13:25     -608.913330        0.164883
FIRE:   13 15:13:26     -608.916382        0.143167
FIRE:   14 15:13:26     -608.919617        0.118421
FIRE:   15 15:13:26     -608.922729        0.092076
FIRE:   16 15:13:27     -608.925598        0.080524
FIRE:   17 15:13:27     -608.928284        0.081607
FIRE:   18 15:13:27     -608.930664        0.072256
FIRE:   19 15:13:28     -608.932434        0.049509
      Step     Time          Energy          fmax
FIRE:    0 15:13:28     -608.633545        0.639283
FIRE:    1 15:13:29     -608.662842        0.556949
FIRE:    2 15:13:29     -608.710083        0.520524
FIRE:    3 15:13:29     -608.760620        0.467487
FIRE:    4 15:13:29     -608.804138        0.398481
FIRE:    5 15:13:30     -608.838989        0.315147
FIRE:    6 15:13:30     -608.867859        0.264602
FIRE:    7 15:13:31     -608.891296        0.250490
FIRE:    8 15:13:31     -608.907288        0.156223
FIRE:    9 15:13:32     -608.907654        0.200773
FIRE:   10 15:13:32     -608.908691        0.194513
FIRE:   11 15:13:32     -608.910645        0.182331
FIRE:   12 15:13:33     -608.913269        0.164883
FIRE:   13 15:13:33     -608.916382        0.143167
FIRE:   14 15:13:33     -608.919617        0.118421
FIRE:   15 15:13:34     -608.922729        0.092076
FIRE:   16 15:13:34     -608.925598        0.080522
FIRE:   17 15:13:34     -608.928345        0.081604
FIRE:   18 15:13:35     -608.930664        0.072255
FIRE:   19 15:13:35     -608.932434        0.049513
      Step     Time          Energy          fmax
FIRE:    0 15:13:36     -608.633545        0.639283
FIRE:    1 15:13:36     -608.662842        0.556949
FIRE:    2 15:13:37     -608.710083        0.520523
FIRE:    3 15:13:37     -608.760620        0.467486
FIRE:    4 15:13:37     -608.804138        0.398482
FIRE:    5 15:13:38     -608.838989        0.315146
FIRE:    6 15:13:38     -608.867859        0.264609
FIRE:    7 15:13:38     -608.891296        0.250491
FIRE:    8 15:13:38     -608.907288        0.156236
FIRE:    9 15:13:39     -608.907654        0.200770
FIRE:   10 15:13:39     -608.908691        0.194512
FIRE:   11 15:13:39     -608.910645        0.182326
FIRE:   12 15:13:40     -608.913330        0.164883
FIRE:   13 15:13:40     -608.916382        0.143165
FIRE:   14 15:13:40     -608.919617        0.118420
FIRE:   15 15:13:41     -608.922729        0.092077
FIRE:   16 15:13:41     -608.925598        0.080522
FIRE:   17 15:13:41     -608.928284        0.081606
FIRE:   18 15:13:42     -608.930664        0.072256
FIRE:   19 15:13:42     -608.932434        0.049509
      Step     Time          Energy          fmax
FIRE:    0 15:13:43     -608.633545        0.639283
FIRE:    1 15:13:43     -608.662842        0.556949
FIRE:    2 15:13:43     -608.710083        0.520524
FIRE:    3 15:13:44     -608.760620        0.467486
FIRE:    4 15:13:44     -608.804138        0.398482
FIRE:    5 15:13:44     -608.838989        0.315146
FIRE:    6 15:13:45     -608.867859        0.264610
FIRE:    7 15:13:45     -608.891296        0.250492
FIRE:    8 15:13:45     -608.907288        0.156236
FIRE:    9 15:13:46     -608.907715        0.200771
FIRE:   10 15:13:46     -608.908691        0.194510
FIRE:   11 15:13:47     -608.910645        0.182326
FIRE:   12 15:13:47     -608.913330        0.164883
FIRE:   13 15:13:47     -608.916382        0.143172
FIRE:   14 15:13:48     -608.919617        0.118421
FIRE:   15 15:13:48     -608.922729        0.092078
FIRE:   16 15:13:49     -608.925598        0.080519
FIRE:   17 15:13:49     -608.928284        0.081606
FIRE:   18 15:13:50     -608.930664        0.072258
FIRE:   19 15:13:50     -608.932434        0.049511
      Step     Time          Energy          fmax
FIRE:    0 15:13:52     -645.077271        0.492897
FIRE:    1 15:13:52     -645.098572        0.486608
FIRE:    2 15:13:52     -645.138794        0.475761
FIRE:    3 15:13:53     -645.194702        0.463414
FIRE:    4 15:13:53     -645.263733        0.452756
FIRE:    5 15:13:53     -645.344177        0.445125
FIRE:    6 15:13:54     -645.433777        0.438214
FIRE:    7 15:13:54     -645.530334        0.425233
FIRE:    8 15:13:54     -645.640198        0.370990
FIRE:    9 15:13:55     -645.756592        0.283839
FIRE:   10 15:13:55     -645.865295        0.302230
FIRE:   11 15:13:55     -645.941833        0.300174
FIRE:   12 15:13:56     -645.973328        0.311638
FIRE:   13 15:13:56     -645.980591        0.296227
FIRE:   14 15:13:56     -645.994019        0.266409
FIRE:   15 15:13:57     -646.011658        0.224200
FIRE:   16 15:13:57     -646.031372        0.177640
FIRE:   17 15:13:57     -646.051697        0.157397
FIRE:   18 15:13:58     -646.070801        0.133876
FIRE:   19 15:13:58     -646.086304        0.107090
FIRE:   20 15:13:58     -646.097412        0.073929
FIRE:   21 15:13:59     -646.102051        0.103660
FIRE:   22 15:13:59     -646.099976        0.149337
FIRE:   23 15:14:00     -646.100281        0.147606
FIRE:   24 15:14:00     -646.100891        0.144162
FIRE:   25 15:14:00     -646.101746        0.139048
FIRE:   26 15:14:01     -646.102783        0.132317
FIRE:   27 15:14:01     -646.103943        0.124062
FIRE:   28 15:14:02     -646.105225        0.114381
FIRE:   29 15:14:02     -646.106567        0.103417
FIRE:   30 15:14:02     -646.107910        0.090012
      Step     Time          Energy          fmax
FIRE:    0 15:14:04     -645.077271        0.492897
FIRE:    1 15:14:04     -645.098572        0.486609
FIRE:    2 15:14:04     -645.138794        0.475762
FIRE:    3 15:14:05     -645.194641        0.463414
FIRE:    4 15:14:05     -645.263733        0.452755
FIRE:    5 15:14:05     -645.344177        0.445125
FIRE:    6 15:14:06     -645.433777        0.438215
FIRE:    7 15:14:06     -645.530334        0.425234
FIRE:    8 15:14:07     -645.640198        0.370991
FIRE:    9 15:14:07     -645.756592        0.283838
FIRE:   10 15:14:07     -645.865295        0.302225
FIRE:   11 15:14:08     -645.941833        0.300174
FIRE:   12 15:14:08     -645.973328        0.311631
FIRE:   13 15:14:08     -645.980591        0.296223
FIRE:   14 15:14:09     -645.994019        0.266412
FIRE:   15 15:14:09     -646.011719        0.224204
FIRE:   16 15:14:09     -646.031372        0.177639
FIRE:   17 15:14:10     -646.051697        0.157392
FIRE:   18 15:14:10     -646.070801        0.133873
FIRE:   19 15:14:10     -646.086304        0.107091
FIRE:   20 15:14:11     -646.097412        0.073932
FIRE:   21 15:14:11     -646.102051        0.103660
FIRE:   22 15:14:12     -646.099976        0.149336
FIRE:   23 15:14:12     -646.100281        0.147607
FIRE:   24 15:14:12     -646.100891        0.144165
FIRE:   25 15:14:13     -646.101746        0.139050
FIRE:   26 15:14:13     -646.102783        0.132318
FIRE:   27 15:14:13     -646.103943        0.124060
FIRE:   28 15:14:14     -646.105225        0.114379
FIRE:   29 15:14:14     -646.106567        0.103419
FIRE:   30 15:14:15     -646.107971        0.090010
      Step     Time          Energy          fmax
FIRE:    0 15:14:16     -645.077271        0.492897
FIRE:    1 15:14:16     -645.098572        0.486609
FIRE:    2 15:14:17     -645.138794        0.475761
FIRE:    3 15:14:17     -645.194702        0.463414
FIRE:    4 15:14:18     -645.263733        0.452755
FIRE:    5 15:14:19     -645.344177        0.445125
FIRE:    6 15:14:20     -645.433777        0.438213
FIRE:    7 15:14:20     -645.530334        0.425233
FIRE:    8 15:14:20     -645.640198        0.370996
FIRE:    9 15:14:21     -645.756592        0.283836
FIRE:   10 15:14:21     -645.865295        0.302227
FIRE:   11 15:14:22     -645.941833        0.300174
FIRE:   12 15:14:22     -645.973328        0.311638
FIRE:   13 15:14:22     -645.980591        0.296225
FIRE:   14 15:14:23     -645.994019        0.266408
FIRE:   15 15:14:23     -646.011719        0.224204
FIRE:   16 15:14:23     -646.031372        0.177641
FIRE:   17 15:14:24     -646.051697        0.157397
FIRE:   18 15:14:24     -646.070801        0.133876
FIRE:   19 15:14:25     -646.086304        0.107092
FIRE:   20 15:14:25     -646.097412        0.073931
FIRE:   21 15:14:25     -646.102051        0.103658
FIRE:   22 15:14:26     -646.099976        0.149333
FIRE:   23 15:14:26     -646.100281        0.147603
FIRE:   24 15:14:27     -646.100891        0.144160
FIRE:   25 15:14:27     -646.101746        0.139049
FIRE:   26 15:14:27     -646.102783        0.132316
FIRE:   27 15:14:28     -646.103943        0.124061
FIRE:   28 15:14:28     -646.105225        0.114381
FIRE:   29 15:14:28     -646.106567        0.103418
FIRE:   30 15:14:29     -646.107971        0.090012
      Step     Time          Energy          fmax
FIRE:    0 15:14:30     -645.077271        0.492896
FIRE:    1 15:14:30     -645.098572        0.486608
FIRE:    2 15:14:30     -645.138794        0.475761
FIRE:    3 15:14:31     -645.194702        0.463414
FIRE:    4 15:14:31     -645.263733        0.452757
FIRE:    5 15:14:31     -645.344177        0.445124
FIRE:    6 15:14:32     -645.433777        0.438214
FIRE:    7 15:14:32     -645.530334        0.425233
FIRE:    8 15:14:33     -645.640198        0.370991
FIRE:    9 15:14:33     -645.756592        0.283839
FIRE:   10 15:14:33     -645.865295        0.302230
FIRE:   11 15:14:34     -645.941833        0.300174
FIRE:   12 15:14:34     -645.973328        0.311637
FIRE:   13 15:14:34     -645.980591        0.296228
FIRE:   14 15:14:35     -645.994019        0.266411
FIRE:   15 15:14:35     -646.011719        0.224202
FIRE:   16 15:14:35     -646.031372        0.177640
FIRE:   17 15:14:36     -646.051697        0.157395
FIRE:   18 15:14:36     -646.070801        0.133876
FIRE:   19 15:14:36     -646.086304        0.107091
FIRE:   20 15:14:37     -646.097412        0.073929
FIRE:   21 15:14:37     -646.102051        0.103658
FIRE:   22 15:14:38     -646.099976        0.149332
FIRE:   23 15:14:38     -646.100281        0.147606
FIRE:   24 15:14:38     -646.100891        0.144161
FIRE:   25 15:14:39     -646.101746        0.139046
FIRE:   26 15:14:39     -646.102783        0.132316
FIRE:   27 15:14:39     -646.103943        0.124060
FIRE:   28 15:14:40     -646.105225        0.114380
FIRE:   29 15:14:40     -646.106567        0.103415
FIRE:   30 15:14:40     -646.107971        0.090012
      Step     Time          Energy          fmax
FIRE:    0 15:14:41     -645.077271        0.492896
FIRE:    1 15:14:41     -645.098572        0.486609
FIRE:    2 15:14:42     -645.138794        0.475761
FIRE:    3 15:14:42     -645.194702        0.463415
FIRE:    4 15:14:42     -645.263733        0.452755
FIRE:    5 15:14:43     -645.344177        0.445124
FIRE:    6 15:14:43     -645.433777        0.438214
FIRE:    7 15:14:43     -645.530334        0.425233
FIRE:    8 15:14:44     -645.640198        0.370993
FIRE:    9 15:14:44     -645.756592        0.283839
FIRE:   10 15:14:44     -645.865295        0.302227
FIRE:   11 15:14:45     -645.941833        0.300175
FIRE:   12 15:14:45     -645.973328        0.311631
FIRE:   13 15:14:45     -645.980591        0.296225
FIRE:   14 15:14:46     -645.994019        0.266408
FIRE:   15 15:14:46     -646.011719        0.224201
FIRE:   16 15:14:47     -646.031372        0.177643
FIRE:   17 15:14:47     -646.051697        0.157393
FIRE:   18 15:14:47     -646.070801        0.133875
FIRE:   19 15:14:48     -646.086304        0.107092
FIRE:   20 15:14:48     -646.097412        0.073931
FIRE:   21 15:14:48     -646.102051        0.103660
FIRE:   22 15:14:49     -646.099976        0.149338
FIRE:   23 15:14:49     -646.100281        0.147609
FIRE:   24 15:14:49     -646.100891        0.144161
FIRE:   25 15:14:50     -646.101746        0.139049
FIRE:   26 15:14:50     -646.102783        0.132319
FIRE:   27 15:14:51     -646.103943        0.124062
FIRE:   28 15:14:51     -646.105225        0.114380
FIRE:   29 15:14:51     -646.106567        0.103416
FIRE:   30 15:14:52     -646.107971        0.090009
      Step     Time          Energy          fmax
FIRE:    0 15:14:53     -645.077271        0.492897
FIRE:    1 15:14:53     -645.098572        0.486609
FIRE:    2 15:14:54     -645.138794        0.475761
FIRE:    3 15:14:54     -645.194641        0.463414
FIRE:    4 15:14:54     -645.263733        0.452755
FIRE:    5 15:14:55     -645.344177        0.445124
FIRE:    6 15:14:55     -645.433777        0.438214
FIRE:    7 15:14:55     -645.530334        0.425232
FIRE:    8 15:14:56     -645.640198        0.370994
FIRE:    9 15:14:56     -645.756592        0.283838
FIRE:   10 15:14:56     -645.865295        0.302228
FIRE:   11 15:14:57     -645.941833        0.300173
FIRE:   12 15:14:57     -645.973328        0.311631
FIRE:   13 15:14:57     -645.980591        0.296225
FIRE:   14 15:14:58     -645.994019        0.266410
FIRE:   15 15:14:58     -646.011719        0.224202
FIRE:   16 15:14:58     -646.031372        0.177643
FIRE:   17 15:14:59     -646.051697        0.157394
FIRE:   18 15:14:59     -646.070801        0.133875
FIRE:   19 15:14:59     -646.086304        0.107089
FIRE:   20 15:15:00     -646.097412        0.073932
FIRE:   21 15:15:00     -646.102051        0.103658
FIRE:   22 15:15:00     -646.099976        0.149334
FIRE:   23 15:15:01     -646.100281        0.147607
FIRE:   24 15:15:01     -646.100891        0.144159
FIRE:   25 15:15:01     -646.101746        0.139047
FIRE:   26 15:15:02     -646.102783        0.132315
FIRE:   27 15:15:02     -646.103943        0.124059
FIRE:   28 15:15:03     -646.105225        0.114380
FIRE:   29 15:15:03     -646.106567        0.103419
FIRE:   30 15:15:03     -646.107971        0.090014
      Step     Time          Energy          fmax
FIRE:    0 15:15:05     -546.712219        2.498695
FIRE:    1 15:15:05     -547.071838        1.970207
FIRE:    2 15:15:05     -547.500854        1.090803
FIRE:    3 15:15:06     -547.706665        0.403146
FIRE:    4 15:15:06     -547.624146        1.109931
FIRE:    5 15:15:06     -547.645935        1.008080
FIRE:    6 15:15:07     -547.682495        0.816892
FIRE:    7 15:15:07     -547.722717        0.559691
FIRE:    8 15:15:08     -547.755371        0.267477
FIRE:    9 15:15:08     -547.773743        0.243704
FIRE:   10 15:15:08     -547.778015        0.267963
FIRE:   11 15:15:09     -547.778564        0.262388
FIRE:   12 15:15:09     -547.779602        0.251370
FIRE:   13 15:15:09     -547.781067        0.235069
FIRE:   14 15:15:10     -547.782837        0.213800
FIRE:   15 15:15:10     -547.784729        0.187934
FIRE:   16 15:15:10     -547.786682        0.158106
FIRE:   17 15:15:11     -547.788513        0.125020
FIRE:   18 15:15:11     -547.790222        0.099107
FIRE:   19 15:15:12     -547.791626        0.075132
FIRE:   20 15:15:12     -547.792480        0.074298
FIRE:   21 15:15:12     -547.792908        0.081810
FIRE:   22 15:15:13     -547.793030        0.110465
FIRE:   23 15:15:13     -547.793091        0.109216
FIRE:   24 15:15:13     -547.793213        0.106743
FIRE:   25 15:15:14     -547.793457        0.103089
FIRE:   26 15:15:14     -547.793701        0.098304
FIRE:   27 15:15:15     -547.793945        0.092525
FIRE:   28 15:15:15     -547.794250        0.085815
FIRE:   29 15:15:15     -547.794617        0.078350
FIRE:   30 15:15:16     -547.794983        0.069373
      Step     Time          Energy          fmax
FIRE:    0 15:15:17     -546.712219        2.498695
FIRE:    1 15:15:17     -547.071838        1.970207
FIRE:    2 15:15:18     -547.500854        1.090802
FIRE:    3 15:15:18     -547.706665        0.403146
FIRE:    4 15:15:19     -547.624146        1.109933
FIRE:    5 15:15:19     -547.645935        1.008080
FIRE:    6 15:15:20     -547.682495        0.816888
FIRE:    7 15:15:20     -547.722717        0.559690
FIRE:    8 15:15:20     -547.755371        0.267476
FIRE:    9 15:15:21     -547.773743        0.243702
FIRE:   10 15:15:21     -547.778015        0.267963
FIRE:   11 15:15:22     -547.778564        0.262382
FIRE:   12 15:15:22     -547.779602        0.251365
FIRE:   13 15:15:22     -547.781067        0.235069
FIRE:   14 15:15:23     -547.782837        0.213800
FIRE:   15 15:15:23     -547.784729        0.187928
FIRE:   16 15:15:23     -547.786682        0.158100
FIRE:   17 15:15:24     -547.788513        0.125020
FIRE:   18 15:15:24     -547.790222        0.099109
FIRE:   19 15:15:24     -547.791626        0.075129
FIRE:   20 15:15:25     -547.792480        0.074295
FIRE:   21 15:15:25     -547.792908        0.081809
FIRE:   22 15:15:25     -547.793030        0.110464
FIRE:   23 15:15:26     -547.793091        0.109217
FIRE:   24 15:15:26     -547.793213        0.106748
FIRE:   25 15:15:27     -547.793457        0.103088
FIRE:   26 15:15:27     -547.793701        0.098302
FIRE:   27 15:15:27     -547.793945        0.092525
FIRE:   28 15:15:28     -547.794250        0.085820
FIRE:   29 15:15:28     -547.794617        0.078347
FIRE:   30 15:15:28     -547.794922        0.069379
      Step     Time          Energy          fmax
FIRE:    0 15:15:29     -546.712219        2.498694
FIRE:    1 15:15:30     -547.071838        1.970207
FIRE:    2 15:15:30     -547.500854        1.090803
FIRE:    3 15:15:30     -547.706665        0.403144
FIRE:    4 15:15:31     -547.624146        1.109932
FIRE:    5 15:15:31     -547.645935        1.008080
FIRE:    6 15:15:31     -547.682495        0.816892
FIRE:    7 15:15:32     -547.722717        0.559690
FIRE:    8 15:15:32     -547.755371        0.267482
FIRE:    9 15:15:33     -547.773743        0.243706
FIRE:   10 15:15:33     -547.778015        0.267960
FIRE:   11 15:15:34     -547.778564        0.262389
FIRE:   12 15:15:34     -547.779602        0.251369
FIRE:   13 15:15:34     -547.781067        0.235072
FIRE:   14 15:15:35     -547.782837        0.213790
FIRE:   15 15:15:35     -547.784729        0.187935
FIRE:   16 15:15:35     -547.786682        0.158107
FIRE:   17 15:15:36     -547.788513        0.125025
FIRE:   18 15:15:36     -547.790222        0.099107
FIRE:   19 15:15:36     -547.791626        0.075130
FIRE:   20 15:15:37     -547.792480        0.074296
FIRE:   21 15:15:37     -547.792908        0.081806
FIRE:   22 15:15:37     -547.793030        0.110464
FIRE:   23 15:15:38     -547.793091        0.109217
FIRE:   24 15:15:38     -547.793213        0.106735
FIRE:   25 15:15:39     -547.793457        0.103088
FIRE:   26 15:15:39     -547.793701        0.098309
FIRE:   27 15:15:39     -547.793945        0.092526
FIRE:   28 15:15:40     -547.794250        0.085824
FIRE:   29 15:15:40     -547.794617        0.078347
FIRE:   30 15:15:40     -547.794922        0.069376
      Step     Time          Energy          fmax
FIRE:    0 15:15:41     -546.712219        2.498695
FIRE:    1 15:15:41     -547.071838        1.970207
FIRE:    2 15:15:42     -547.500854        1.090802
FIRE:    3 15:15:42     -547.706665        0.403144
FIRE:    4 15:15:43     -547.624146        1.109932
FIRE:    5 15:15:43     -547.645935        1.008078
FIRE:    6 15:15:43     -547.682495        0.816891
FIRE:    7 15:15:44     -547.722717        0.559690
FIRE:    8 15:15:44     -547.755371        0.267482
FIRE:    9 15:15:44     -547.773743        0.243705
FIRE:   10 15:15:45     -547.778015        0.267960
FIRE:   11 15:15:45     -547.778564        0.262387
FIRE:   12 15:15:46     -547.779602        0.251369
FIRE:   13 15:15:46     -547.781067        0.235071
FIRE:   14 15:15:46     -547.782837        0.213800
FIRE:   15 15:15:47     -547.784729        0.187934
FIRE:   16 15:15:48     -547.786682        0.158107
FIRE:   17 15:15:49     -547.788513        0.125020
FIRE:   18 15:15:50     -547.790222        0.099111
FIRE:   19 15:15:50     -547.791626        0.075129
FIRE:   20 15:15:51     -547.792480        0.074297
FIRE:   21 15:15:51     -547.792908        0.081808
FIRE:   22 15:15:51     -547.793030        0.110468
FIRE:   23 15:15:52     -547.793091        0.109212
FIRE:   24 15:15:52     -547.793213        0.106736
FIRE:   25 15:15:53     -547.793457        0.103089
FIRE:   26 15:15:53     -547.793701        0.098313
FIRE:   27 15:15:54     -547.793945        0.092522
FIRE:   28 15:15:54     -547.794250        0.085822
FIRE:   29 15:15:54     -547.794617        0.078345
FIRE:   30 15:15:55     -547.794922        0.069373
      Step     Time          Energy          fmax
FIRE:    0 15:15:56     -546.712219        2.498694
FIRE:    1 15:15:56     -547.071838        1.970207
FIRE:    2 15:15:56     -547.500854        1.090802
FIRE:    3 15:15:57     -547.706665        0.403145
FIRE:    4 15:15:57     -547.624084        1.109932
FIRE:    5 15:15:57     -547.645935        1.008081
FIRE:    6 15:15:58     -547.682495        0.816888
FIRE:    7 15:15:58     -547.722717        0.559689
FIRE:    8 15:15:58     -547.755371        0.267477
FIRE:    9 15:15:59     -547.773743        0.243709
FIRE:   10 15:15:59     -547.778015        0.267960
FIRE:   11 15:16:00     -547.778564        0.262383
FIRE:   12 15:16:00     -547.779602        0.251366
FIRE:   13 15:16:00     -547.781067        0.235069
FIRE:   14 15:16:01     -547.782837        0.213798
FIRE:   15 15:16:01     -547.784729        0.187934
FIRE:   16 15:16:01     -547.786682        0.158100
FIRE:   17 15:16:02     -547.788513        0.125020
FIRE:   18 15:16:02     -547.790222        0.099107
FIRE:   19 15:16:03     -547.791626        0.075131
FIRE:   20 15:16:03     -547.792480        0.074297
FIRE:   21 15:16:03     -547.792908        0.081809
FIRE:   22 15:16:04     -547.793030        0.110465
FIRE:   23 15:16:04     -547.793091        0.109217
FIRE:   24 15:16:04     -547.793213        0.106743
FIRE:   25 15:16:05     -547.793457        0.103088
FIRE:   26 15:16:05     -547.793701        0.098305
FIRE:   27 15:16:05     -547.793945        0.092525
FIRE:   28 15:16:06     -547.794250        0.085819
FIRE:   29 15:16:06     -547.794617        0.078349
FIRE:   30 15:16:07     -547.794922        0.069374
      Step     Time          Energy          fmax
FIRE:    0 15:16:07     -546.712219        2.498695
FIRE:    1 15:16:08     -547.071838        1.970207
FIRE:    2 15:16:08     -547.500854        1.090803
FIRE:    3 15:16:08     -547.706665        0.403145
FIRE:    4 15:16:09     -547.624146        1.109932
FIRE:    5 15:16:09     -547.645935        1.008079
FIRE:    6 15:16:10     -547.682495        0.816884
FIRE:    7 15:16:10     -547.722717        0.559691
FIRE:    8 15:16:11     -547.755371        0.267482
FIRE:    9 15:16:11     -547.773743        0.243710
FIRE:   10 15:16:12     -547.778015        0.267961
FIRE:   11 15:16:12     -547.778564        0.262388
FIRE:   12 15:16:12     -547.779602        0.251367
FIRE:   13 15:16:13     -547.781067        0.235070
FIRE:   14 15:16:13     -547.782837        0.213790
FIRE:   15 15:16:13     -547.784729        0.187935
FIRE:   16 15:16:14     -547.786682        0.158107
FIRE:   17 15:16:14     -547.788513        0.125021
FIRE:   18 15:16:15     -547.790222        0.099111
FIRE:   19 15:16:15     -547.791626        0.075130
FIRE:   20 15:16:15     -547.792480        0.074296
FIRE:   21 15:16:16     -547.792908        0.081805
FIRE:   22 15:16:16     -547.793030        0.110463
FIRE:   23 15:16:16     -547.793091        0.109209
FIRE:   24 15:16:17     -547.793213        0.106724
FIRE:   25 15:16:18     -547.793457        0.103088
FIRE:   26 15:16:18     -547.793701        0.098304
FIRE:   27 15:16:19     -547.793945        0.092524
